company_key,company_name,attribute,value,year,source_ref,doc_id
abattoirsmunicipauxindustrielsmaroc,Société générale des Abattoirs municipaux et industriels au Maroc,founded_date,1918-04-16,,,afrique-du-nord-abattoirs-industriels-maroc-9a3243
abattoirsmunicipauxindustrielsmaroc,Société générale des Abattoirs municipaux et industriels au Maroc,capital,3.400.000 francs,1918,"La Journée industrielle, 3 juin 1918",afrique-du-nord-abattoirs-industriels-maroc-9a3243
abattoirsmunicipauxindustrielsmaroc,Société générale des Abattoirs municipaux et industriels au Maroc,head_office,Casablanca,1918,"La Journée industrielle, 3 juin 1918",afrique-du-nord-abattoirs-industriels-maroc-9a3243
abattoirsmunicipauxindustrielsmaroc,Société générale des Abattoirs municipaux et industriels au Maroc,capital,3.400 000 francs,1920,"La Journée industrielle, 7 septembre 1920",afrique-du-nord-abattoirs-industriels-maroc-9a3243
abattoirsmunicipauxindustrielsmaroc,Société générale des Abattoirs municipaux et industriels au Maroc,head_office,"280, boulevard Saint-Germain, à",1921,"La Journée industrielle, 27 novembre 1921",afrique-du-nord-abattoirs-industriels-maroc-9a3243
abattoirsmunicipauxmaroc,Sté générale des abattoirs municipaux au Maroc,founded_date,1918-04-16,1922,"AEC 1922, p. 519",afrique-du-nord-abattoirs-industriels-maroc-9a3243
abattoirsmunicipauxmaroc,Sté générale des abattoirs municipaux au Maroc,head_office,CASABLANCA),1922,"AEC 1922, p. 519",afrique-du-nord-abattoirs-industriels-maroc-9a3243
abattoirsmunicipauxmaroc,Sté générale des abattoirs municipaux au Maroc,head_office,"est à Paris, 280, boulevard",1922,"Revue générale du froid, avril 1922",afrique-du-nord-abattoirs-industriels-maroc-9a3243
abattoirsmunicipauxindustrielsmaroc,ABATTOIRS MUNICIPAUX ET INDUSTRIELS AU MAROC,head_office,adm. :,1925,Annuaire industriel 1925,afrique-du-nord-abattoirs-industriels-maroc-9a3243
abattoirsmunicipauxindustrielsmaroc,Société générale des Abattoirs municipaux et industriels au Maroc,head_office,"adm. : 280, bd St-Germain, Paris, 7e. T. Littré 26-68 et 26-69. Siège social à Casablanca",1938,Annuaire industriel 1938,afrique-du-nord-abattoirs-industriels-maroc-9a3243
associationcooperativealimentationcasablanca,Association coopérative d'alimentation de Casablanca,capital,400.000 fr.,1927,"La Journée industrielle, 22 mars 1927",afrique-du-nord-acac-casablanca-f66a0b
associationcooperativealimentationcasablanca,Association coopérative d'alimentation de Casablanca,head_office,"été fixé à Casablanca, Bourse du Commerce, bureau 22, a pour objet la production",1927,"La Journée industrielle, 22 mars 1927",afrique-du-nord-acac-casablanca-f66a0b
associationcooperativealimentationcasablanca,Association coopérative d'alimentation de Casablanca,capital,1.000.000 francs,1933,"Paris-Dakar, 31 mai 1933",afrique-du-nord-acac-casablanca-f66a0b
associationcooperativealimentationcasablanca,Association coopérative d'alimentation de Casablanca,head_office,"à Casablanca, boul",1933,"Paris-Dakar, 31 mai 1933",afrique-du-nord-acac-casablanca-f66a0b
industriellecommercialeadoursebou,Société industrielle et commerciale Adour-Sebou,capital,930.000 francs,1922,"France-Maroc, février 1922",afrique-du-nord-adour-sebou-50bb13
industriellecommercialeadoursebou,Société industrielle et commerciale Adour-Sebou,head_office,"Kénitra, avenue de Salé",1922,Annuaire des valeurs de l’Afrique du Nord 1922,afrique-du-nord-adour-sebou-50bb13
industriellecommercialeadoursebou,Société industrielle et commerciale Adour-Sebou,capital,1.200.000 francs,1926,Annuaire des valeurs de l’Afrique du Nord 1926,afrique-du-nord-adour-sebou-50bb13
industriellecommercialeadoursebou,Société industrielle et commerciale Adour-Sebou,head_office,"Fès, (Maroc)",1926,Annuaire des valeurs de l’Afrique du Nord 1926,afrique-du-nord-adour-sebou-50bb13
