doc_id,snapshot_year,person_key,name_clean,surname,given,chamber,constituency,years_raw,year_start,year_end,n_firms,source_ref
empire-parlementaires-financ-1932-afc92e,1932,d-audiffret-pasquier-e,Étienne d'Audiffret-Pasquier,d'Audiffret-Pasquier,Étienne,Chamber of Deputies,Orne,1919-1942,1919,1942,2,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,auge-f,Fernand Augé,Augé,Fernand,Chamber of Deputies,Seine-et-Marne,1924-1936,1924,1936,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,babin-chevaye-j,Jean Babin-Chevaye,Babin-Chevaye,Jean,Senate,Loire-Inférieure,1920-1936,1920,1936,8,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,barety-l,Léon Baréty,Baréty,Léon,Chamber of Deputies,Alpes-Maritimes,1919-1942,1919,1942,3,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,barthe-e,Édouard Barthe,Barthe,Édouard,Chamber of Deputies,Hérault,1910-1942,1910,1942,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,barthou-l,Louis Barthou,Barthou,Louis,Senate,Basses-Pyrénées,1922-1934,1922,1934,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,bascou-o,Olivier Bascou,Bascou,Olivier,Chamber of Deputies,Gers,"1893-1898, 1928-1932",1893,1932,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,d-asson-b,Baudry d'Asson,d'Asson,Baudry,Senate,Vendée,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,bazile-g,Gaston Bazile,Bazile,Gaston,Chamber of Deputies,Gard,1924-1932,1924,1932,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,bellanger-r,Robert-Bernard Bellanger,Bellanger,Robert-Bernard,Chamber of Deputies,IIle-et-Vilaine,1928-1932,1928,1932,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,benard-l,Léonus Bénard,Bénard,Léonus,Senate,Réunion,,,,1,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,benazet-p,Paul Bénazet,Bénazet,Paul,Chamber of Deputies,Indre,1905-1932,1905,1932,2,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,berenger-h,Henri Bérenger,Bérenger,Henri,Senate,Guadeloupe,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,bergerot-a,Auguste Bergerot,Bergerot,Auguste,Chamber of Deputies,Nord,1928,1928,1928,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,besnard-r,René Besnard,Besnard,René,Senate,Indre-et-Loire,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,blacque-belair-a,Aimery Blacque-Belair,Blacque-Belair,Aimery,Chamber of Deputies,Seine,1928-1936,1928,1936,1,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,blois-l,Louis Blois,Blois,Louis,Senate,Maine-et-Loire,,,,1,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,blondel-e,Edmond Blondel,Blondel,Edmond,Chamber of Deputies,Seine-Inférieure,1928-1932,1928,1932,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,bloud-e,Edmond Bloud,Bloud,Edmond,Chamber of Deputies,Seine,1928-1936,1928,1936,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,borrel-a,Antoine Borrel,Borrel,Antoine,Chamber of Deputies,,1909-1931,1909,1931,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,bougere-f,Ferdinand Bougère,Bougère,Ferdinand,Chamber of Deputies,Maine-et-Loire,1898-1933,1898,1933,1,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,bouilloux-lafont-m,Maurice Bouilloux-Lafont,Bouilloux-Lafont,Maurice,Chamber of Deputies,Finistère,1914-1932,1914,1932,3,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,bouisson-f,Fernand Bouisson,Bouisson,Fernand,Chamber of Deputies,Bouches-du-Rhône,1909-1942,1909,1942,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,bourgeois-r,Robert Bourgeois,Bourgeois,Robert,Senate,Haut-Rhin,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,bouteille-d,Désiré-Alfred Bouteille,Bouteille,Désiré-Alfred,Chamber of Deputies,Oise,1919-1932,1919,1932,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,bouvart-p,Paul Bouvart,Bouvart,Paul,Senate,Eure-et-Loir,,,,1,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,boyer-e,Edmond Boyer,Boyer,Edmond,Chamber of Deputies,Maine-et-Loire,1924-1932,1924,1932,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,bret-g,Georges Bret,Bret,Georges,Chamber of Deputies,Ille,1924-1942,1924,1942,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,breton-a,André Breton,Breton,André,Chamber of Deputies,Cher,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,brindeau-l,Louis Brindeau,Brindeau,Louis,Chamber of Deputies,,1895-1912,1895,1912,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,bringer-l,Louis-Pierre-Marie Bringer,Bringer,Louis-Pierre-Marie,Chamber of Deputies,Lozère,1919-1932,1919,1932,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,brocard-f,Félix-Antonin-Gabriel Brocard,Brocard,Félix-Antonin-Gabriel,Chamber of Deputies,Seine,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,brogly-m,Médard Brogly,Brogly,Médard,Chamber of Deputies,Haut-Rhin,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,brom-j,Joseph Brom,Brom,Joseph,Chamber of Deputies,,1924-1936,1924,1936,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,brun-f,Fernand Brun,Brun,Fernand,Chamber of Deputies,Cantal,1898-1919,1898,1919,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,brunet-f,Frédéric Brunet,Brunet,Frédéric,Chamber of Deputies,Seine,1914-1919,1914,1919,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,buhan-e,Eugène Buhan,Buhan,Eugène,Senate,Gironde,1920-1933,1920,1933,1,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,cadilhon-c,Charles Cadilhon,Cadilhon,Charles,Senate,Landes,,,,1,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,caffort-c,Charles Caffort,Caffort,Charles,Chamber of Deputies,Hérault,"1914-1919, 1924-1932",1914,1932,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,caillaux-j,Joseph Caillaux,Caillaux,Joseph,Chamber of Deputies,,1898-1919,1898,1919,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,callies-a,Alexis Calliès,Calliès,Alexis,Chamber of Deputies,Haute-Savoie,1928-1932,1928,1932,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,candace-g,Gratien Candace,Candace,Gratien,Chamber of Deputies,Guadeloupe,1912-1942,1912,1942,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,carlier-caffieri-j,Jules Carlier-Caffiéri,Carlier-Caffiéri,Jules,Chamber of Deputies,Nord,1926-1932,1926,1932,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,catalogne-d,Damien Catalogne,Catalogne,Damien,Chamber of Deputies,,1902-1906,1902,1906,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,cautru-c,Camille Cautru,Cautru,Camille,Chamber of Deputies,Calvados,1919-1936,1919,1936,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,cavillon-deneux-e,Edmond Cavillon-Deneux,Cavillon-Deneux,Edmond,Senate,Somme,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,pineton-chambrun,PINETON Chambrun,PINETON Chambrun,,Chamber of Deputies,Lozère,1898-1933,1898,1933,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,chapsal-f,Fernand Chapsal,Chapsal,Fernand,Senate,Charente-Inférieure,1921-1939,1921,1939,1,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,charabot-e,Eugène Charabot,Charabot,Eugène,Senate,Alpes-Maritimes,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,charlot-e,Étienne Charlot,Charlot,Étienne,Chamber of Deputies,Côte-d'Or,1919-1932,1919,1932,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,chassaigne-goyon-p,Paul Chassaigne-Goyon,Chassaigne-Goyon,Paul,Chamber of Deputies,Seine,1919-1936,1919,1936,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,chastenet-g,Guillaume Chastenet,Chastenet,Guillaume,Chamber of Deputies,,1897-1912,1897,1912,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,cheron-a,Adolphe Chéron,Chéron,Adolphe,Chamber of Deputies,Seine,"1919-1924, 1928-1936",1919,1936,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,chevalier-p,Paul Chevalier,Chevalier,Paul,Senate,Meuse,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,clementel-e,Étienne Clémentel,Clémentel,Étienne,Chamber of Deputies,,1900-1919,1900,1919,3,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,compere-morel-j,Jean Compere-Morel,Compere-Morel,Jean,Chamber of Deputies,Gard,1909-1936,1909,1936,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,cosnier-h,Henri Cosnier,Cosnier,Henri,Chamber of Deputies,,1906-1919,1906,1919,1,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,courtier-j,Joseph Courtier,Courtier,Joseph,Chamber of Deputies,,1919-1924,1919,1924,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,cravoisier-h,Henry Cravoisier,Cravoisier,Henry,Chamber of Deputies,Seine-et-Marne,1928-1932,1928,1932,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,cuttoli-p,Paul Cuttoli,Cuttoli,Paul,Chamber of Deputies,,1906-1919,1906,1919,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,dahlet-c,Camille Dahlet,Dahlet,Camille,Chamber of Deputies,Bas-Rhin,1928-1942,1928,1942,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,dariac-a,Adrien Dariac,Dariac,Adrien,Chamber of Deputies,Orne,1910-1942,1910,1942,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,david-f,Fernand David,David,Fernand,Senate,Haute-Savoie,1920-1935,1920,1935,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,debierre-c,Charles Debierre,Debierre,Charles,Senate,Nord,,,,1,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,delay,Delay,Delay,,Senate,Loire,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,delesalle-c,Charles Delesalle,Delesalle,Charles,Chamber of Deputies,Pas-de-Calais,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,deligne-m,Maurice Deligne,Deligne,Maurice,Chamber of Deputies,Nord,1928-1936,1928,1936,1,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,deloncle-c,Charles Deloncle,Deloncle,Charles,Chamber of Deputies,,1904-1914,1904,1914,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,demellier-l,Louis Demellier,Demellier,Louis,Chamber of Deputies,,1906-1919,1906,1919,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,denais-j,Joseph Denais,Denais,Joseph,Chamber of Deputies,Seine,"1911-1919, 1928-1942, 1945-1955",1911,1955,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,diagne-b,Biaise Diagne,Diagne,Biaise,Chamber of Deputies,Sénégal,1914-1934,1914,1934,1,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,diebolt-weber-m,Michel Diebolt-Weber,Diebolt-Weber,Michel,Senate,Bas-Rhin,,,,3,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,dior-l,Lucien Dior,Dior,Lucien,Chamber of Deputies,Manche,1906-1932,1906,1932,2,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,donadei-a,Alfred Donadei,Donadei,Alfred,Chamber of Deputies,,1906-1914,1906,1914,1,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,donon-m,Marcel Donon,Donon,Marcel,Senate,Loiret,1920-1941,1920,1941,2,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,dreyfus-l,Louis Dreyfus,Dreyfus,Louis,Chamber of Deputies,Alpes-Maritimes,,,,1,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,dumat-l,Louis Dumat,Dumat,Louis,Chamber of Deputies,Seine,1928-1932,1928,1932,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,dumont-c,Charles Dumont,Dumont,Charles,Senate,Jura,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,durand-j,Jean Durand,Durand,Jean,Senate,Aude,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,duroux-j,Jacques Duroux,Duroux,Jacques,Senate,Alger,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,eccard-f,François Eccard,Eccard,François,Senate,Bas-Rhin,,,,2,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,elby-j,Jules Elby,Elby,Jules,Senate,Pas-de-Calais,1923-1933,1923,1933,2,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,engerand-f,Fernand Engerand,Engerand,Fernand,Chamber of Deputies,Calvados,1902-1936,1902,1936,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,escartefigue-m,Marius Escartefigue,Escartefigue,Marius,Chamber of Deputies,Var,"1932, 1936-1942",1932,1942,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,falcoz-h,Henri Falcoz,Falcoz,Henri,Chamber of Deputies,Savoie,1924-1936,1924,1936,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,farjon-r,Roger Farjon,Farjon,Roger,Senate,Pas-de-Calais,1920-1942,1920,1942,1,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,faure-e,Émile-André Faure,Faure,Émile-André,Chamber of Deputies,Indre-et-Loire,"1910-1919, 1928-1936",1910,1936,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,fels-a,André Fels,Fels,André,Chamber of Deputies,Seine-et-Oise,1928-1932,1928,1932,1,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,fiancette-e,Eugène Fiancette,Fiancette,Eugène,Chamber of Deputies,Seine,1929-1936,1929,1936,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,flandin-p,Pierre-Étienne Flandin,Flandin,Pierre-Étienne,Chamber of Deputies,Yonne,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,flayelle-m,Maurice Flayelle,Flayelle,Maurice,Chamber of Deputies,,1904-1926,1904,1926,1,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,forgeot-p,Pierre Forgeot,Forgeot,Pierre,Chamber of Deputies,Marne,"1914-1924, 1928-1936",1914,1936,1,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,fougere-e,Étienne Fougère,Fougère,Étienne,Chamber of Deputies,Loire,1928-1932,1928,1932,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,fould-a,Achille Fould,Fould,Achille,Chamber of Deputies,Hautes-Pyrénées,1919-1942,1919,1942,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,fournier-sarloveze-r,Robert Fournier-Sarlovèze,Fournier-Sarlovèze,Robert,Chamber of Deputies,Oise,"1910-1914, 1919-1932",1910,1932,5,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,francois-poncet-a,André François-Poncet,François-Poncet,André,Chamber of Deputies,Seine,1924-1932,1924,1932,1,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,franklin-bouillon-h,Henry Franklin-Bouillon,Franklin-Bouillon,Henry,Chamber of Deputies,Seine-et-Oise,"1910-1919, 1923-1936",1910,1936,1,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,fribourg-a,André Fribourg,Fribourg,André,Chamber of Deputies,,"1919-1928, 1932-1936",1919,1936,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,frossard-l,Ludovic-Oscar Frossard,Frossard,Ludovic-Oscar,Chamber of Deputies,Réunion,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,garnier-p,Paul Garnier,Garnier,Paul,Senate,IIle-et-Vilaine,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,gasparin-l,Lucien Gasparin,Gasparin,Lucien,Chamber of Deputies,Réunion,1906-1942,1906,1942,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,gegauff-s,Sébastien Gegauff,Gegauff,Sébastien,Senate,Haut-Rhin,1920-1935,1920,1935,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,germain-martin,Germain-Martin,Germain-Martin,,Chamber of Deputies,Hérault,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,gianotti-a,Antonin Gianotti,Gianotti,Antonin,Chamber of Deputies,Alpes-Maritimes,1928-1932,1928,1932,2,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,gignoux,Gignoux,Gignoux,,Chamber of Deputies,Loire,1928-1932,1928,1932,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,giordan-j,Joseph Giordan,Giordan,Joseph,Senate,Corse,1931,1931,1931,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,gourdeau-g,Gaston Gourdeau,Gourdeau,Gaston,Chamber of Deputies,Sarthe,1928-1936,1928,1936,2,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,goy-j,Jean Goy,Goy,Jean,Chamber of Deputies,Seine,1924-1942,1924,1942,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,graeve-e,Eugène Graeve,Graeve,Eugène,Chamber of Deputies,Guadeloupe,1928-1936,1928,1936,1,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,grammont-lesparre,Grammont-Lesparre,Grammont-Lesparre,,Chamber of Deputies,Sarthe,1928-1932,1928,1932,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,gratien-a,Auguste Gratien,Gratien,Auguste,Chamber of Deputies,Seine,1928-1936,1928,1936,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,grinda-e,Édouard Grinda,Grinda,Édouard,Chamber of Deputies,Alpes-Maritimes,1919-1932,1919,1932,1,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,groussau-c,Constant Groussau,Groussau,Constant,Chamber of Deputies,Nord,1902-1936,1902,1936,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,guernier-c,Charles Guernier,Guernier,Charles,Chamber of Deputies,Ille-et-Vilaine,"1906-1924, 1928-1942",1906,1942,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,guy-h,Henri Guy,Guy,Henri,Chamber of Deputies,Haute-Saône,1928-1932,1928,1932,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,hauet-a,Albert Hauet,Hauet,Albert,Chamber of Deputies,Aisne,1906-1941,1906,1941,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,haut-de-sigy-p,Pierre Haut de Sigy,Haut de Sigy,Pierre,Chamber of Deputies,Jura,1928-1932,1928,1932,1,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,hayez-p,Paul Hayez,Hayez,Paul,Chamber of Deputies,,1893-1898,1893,1898,1,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,hennessy-j,James Hennessy,Hennessy,James,Chamber of Deputies,,1906-1921,1906,1921,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,hennessy-j,Jean Hennessy,Hennessy,Jean,Chamber of Deputies,Charente,1910-1932,1910,1932,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,herriot-e,Édouard Herriot,Herriot,Édouard,Chamber of Deputies,Rhône,"1919-1942, 1945-1957",1919,1957,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,hervey-m,Maurice Hervey,Hervey,Maurice,Senate,Eure,1912-1936,1912,1936,1,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,hirschauer,Hirschauer,Hirschauer,,Senate,Moselle,1920-1942,1920,1942,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,honnorat-a,André Honnorat,Honnorat,André,Chamber of Deputies,Basses-Alpes,1910-1921,1910,1921,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,japy-g,Gaston Japy,Japy,Gaston,Senate,Doubs,,,,1,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,jenouvrier-l,Léon Jenouvrier,Jenouvrier,Léon,Senate,IIle-et-Vilaine,1907-1932,1907,1932,2,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,jourdain-p,Paul Jourdain,Jourdain,Paul,Senate,Haut-Rhin,,,,3,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,jovelet-a,Anatole Jovelet,Jovelet,Anatole,Senate,Somme,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,kerguezec-g,Gustave Kerguézec,Kerguézec,Gustave,Senate,Côtes-du-Nord,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,lambert-c,Charles Lambert,Lambert,Charles,Chamber of Deputies,Rhône,1924-1932,1924,1932,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,lancien-f,Fernand Lancien,Lancien,Fernand,Senate,Finistère,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,langlois-m,Maurice Langlois,Langlois,Maurice,Senate,Oise,1924-1933,1924,1933,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,largier-e,Edmond Largier,Largier,Edmond,Chamber of Deputies,Ardèche,1928-1932,1928,1932,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,las-cases-e,Emmanuel Las Cases,Las Cases,Emmanuel,Senate,Lozère,1903-1933,1903,1933,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,lasteyrie-c,Charles Lasteyrie,Lasteyrie,Charles,Chamber of Deputies,Corrèze,1919-1924,1919,1924,1,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,lautier-e,Eugène Lautier,Lautier,Eugène,Chamber of Deputies,Guyane,1924-1932,1924,1932,4,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,lavoinne-a,André Lavoinne,Lavoinne,André,Senate,Seine-Inférieure,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,leblanc-e,Edmond Leblanc,Leblanc,Edmond,Chamber of Deputies,,1906-1910,1906,1910,1,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,lebrun-a,Albert Lebrun,Lebrun,Albert,Chamber of Deputies,,1900-1920,1900,1920,5,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,lecourtier,Lecourtier,Lecourtier,,Chamber of Deputies,,1919-1924,1919,1924,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,lederlin-p,Paul Lederlin,Lederlin,Paul,Senate,Corse,,,,1,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,lefebvre-du-prey-e,Edmond Lefebvre du Prey,Lefebvre du Prey,Edmond,Senate,Pas-de-Calais,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,lesache-v,Victor Lesaché,Lesaché,Victor,Senate,Aube,,,,1,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,levy-alphandery-g,Georges Lévy-Alphandéry,Lévy-Alphandéry,Georges,Chamber of Deputies,Haute-Marne,1924-1942,1924,1942,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,lillaz-h,Henri Lillaz,Lillaz,Henri,Chamber of Deputies,Basses-Pyrénées,1928-1936,1928,1936,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,linyer-l,Louis Linyer,Linyer,Louis,Senate,Loire-Inférieure,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,lorin-h,Henri Lorin,Lorin,Henri,Chamber of Deputies,Gironde,"1919-1924, 1928-1932",1919,1932,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,loubet-j,Joseph Loubet,Loubet,Joseph,Senate,Lot,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,lubersac-g,Guy Lubersac,Lubersac,Guy,Senate,Aisne,1920-1932,1920,1932,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,mahieu-a,Albert Mahieu,Mahieu,Albert,Senate,Nord,1924-1940,1924,1940,1,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,manaut-r,René-Victor Manaut,Manaut,René-Victor,Chamber of Deputies,Pyrénées-Orientales,"1919-1924, 1928-1932",1919,1932,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,manceau-a,Anatole Manceau,Manceau,Anatole,Senate,Maine-et-Loire,,,,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,marchandeau-p,Paul Marchandeau,Marchandeau,Paul,Chamber of Deputies,Marne,1926-1942,1926,1942,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,marguerie,Marguerie,Marguerie,,Senate,Moselle,1920-1933,1920,1933,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,marin-l,Louis Marin,Marin,Louis,Chamber of Deputies,Meurthe-et-Moselle,"1905-1942, 1945-1951",1905,1951,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,marraud-p,Pierre Marraud,Marraud,Pierre,Senate,Lot-et-Garonne,1920-1933,1920,1933,1,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,masse-e,Émile Massé,Massé,Émile,Chamber of Deputies,Puy-de-Dôme,1928-1942,1928,1942,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,menier-g,Gaston Menier,Menier,Gaston,Chamber of Deputies,Meaux,1898-1909,1898,1909,0,Parlementaires et financiers
empire-parlementaires-financ-1932-afc92e,1932,merlant-f,Francis Merlant,Merlant,Francis,Chamber of Deputies,Loire-Inférieure,1924-1936,1924,1936,0,Parlementaires et financiers
