person_id,surname,name_variants,n_companies,n_board_companies,n_observations,top_role,first_year,last_year,sectors
borgeaud-l,Borgeaud,L. Borgeaud; Lucien Borgeaud,15,15,28,administrateur,1910,1945,"Bâtiment et travaux publics, matériaux de construction, céramique; Commerce; Documents généraux (par ordre chronologique); Eau, gaz, électricité (Utilities); Filière bois : exploitation forestière, liège, meubles, cellulose, papier…; Industries agro-alimentaires; Industries chimiques"
schiaffino-l,Schiaffino,L. Schiaffino; Laurent Schiaffino; Schiaffino,12,12,23,administrateur,1910,1953,"Banques et groupes financiers, assurances; Commerce; Documents généraux (par ordre chronologique); Eau, gaz, électricité (Utilities); Industries agro-alimentaires; Mines et carrières; Transports maritimes et aériens"
vinson-j-jules,Vinson,Jules Vinson,11,11,14,administrateur,1922,1940,"Banques et groupes financiers, assurances; Bâtiment et travaux publics, matériaux de construction, céramique; Filière bois : exploitation forestière, liège, meubles, cellulose, papier…; Hôtellerie-restauration, tourisme; Industries agro-alimentaires; Loisirs; Métallurgie, constructions navales"
galicier-a,Galicier,A. Galicier; Albert Galicier,9,9,24,administrateur,1906,1940,"Banques et groupes financiers, assurances; Documents généraux (par ordre chronologique); Industries agro-alimentaires; Mines et carrières; Transports terrestres, garages automobiles et agricoles"
juge-a,Juge,A. Juge; Abel Juge,9,9,21,administrateur,1910,1938,Documents généraux (par ordre chronologique); Mines et carrières
zafiropulo-d,Zafiropulo,D. Zafiropulo; Demetrius Zafiropulo; Dimitri Zafiropulo; Démétrius Zafiropulo,9,9,19,administrateur,1911,1938,"Banques et groupes financiers, assurances; Documents généraux (par ordre chronologique); Industries chimiques; Mines et carrières; Pétrole et gaz; Transports maritimes et aériens"
ansbacher-t,Ansbacher,Ansbacher; T. Ansbacher; Th Ansbacher; Théodore Ansbacher,9,9,15,administrateur,1910,1937,Documents généraux (par ordre chronologique); Mines et carrières; Transports maritimes et aériens
boulogne-g,Boulogne,G. Boulogne; Gaston Boulogne,8,8,18,administrateur,1922,1945,"Banques et groupes financiers, assurances; Commerce; Eau, gaz, électricité (Utilities); Foncières et immobilières; Transports maritimes et aériens; Transports terrestres, garages automobiles et agricoles"
giraud-e-edmond,Giraud,Edmond Giraud,8,8,13,administrateur,1922,1926,"Banques et groupes financiers, assurances; Bâtiment et travaux publics, matériaux de construction, céramique; Industries agro-alimentaires; Mines et carrières; Transports maritimes et aériens; Transports terrestres, garages automobiles et agricoles"
drappier-g,Drappier,Drappier; G. Drappier; Gaston Drappier,8,8,12,administrateur,1910,1938,Documents généraux (par ordre chronologique); Mines et carrières
