person_id,company_id,n_observations,first_year,last_year,top_role,is_board_seat
d-ursel-a,administration,1,1929,1929,administrateur,1
d-ursel-f,administration,1,1929,1929,administrateur,1
de-laboulaye-e,administration,1,1929,1929,administrateur,1
deschars-l,administration,1,1929,1929,administrateur,1
dewez,administration,1,1929,1929,administrateur,1
fourn-g,administration,1,1929,1929,administrateur,1
guesde-p,administration,1,1929,1929,administrateur,1
outrey-n-b-e,administration,1,1929,1929,administrateur,1
rueff-g,administration,1,1929,1929,administrateur_delegue,1
vannier-j,administration,1,1929,1929,administrateur,1
adm-cial,aerienne,1,1938,1938,vice_president,1
adm-mm-baude,aerienne,1,1938,1938,vice_president,1
agences,aerienne,1,1938,1938,vice_president,1
balleyguier-h,aerienne,1,1938,1938,administrateur_delegue,1
bibliotheque,aerienne,1,1938,1938,vice_president,1
bonniel-de-gosselin,aerienne,1,1938,1938,vice_president,1
caron,aerienne,1,1938,1938,administrateur,1
chantiers-ecoles-d-eleves-pilotes-civils,aerienne,1,1938,1938,vice_president,1
d-adm-pres-m-bertin-c,aerienne,1,1938,1938,vice_president,1
d-anvers-c,aerienne,1,1938,1938,vice_president,1
gradis,aerienne,1,1938,1938,vice_president,1
lescop-p,aerienne,1,1938,1938,vice_president,1
luneville-l,aerienne,1,1938,1938,vice_president,1
musee-agricole-de-thanh-tuy-ha,aerienne,1,1938,1938,vice_president,1
renard,aerienne,1,1938,1938,vice_president,1
robbe,aerienne,1,1938,1938,vice_president,1
saigon-transport-aerien-de-passagers,aerienne,1,1938,1938,vice_president,1
tanneries-de-f,aerienne,1,1938,1938,vice_president,1
touristiques-sur-l-indochine,aerienne,1,1938,1938,vice_president,1
a-suzanne-de-billy-m,aeronautiqueextremeorient,1,1922,1922,administrateur,1
balleyguier-h,aeronautiqueextremeorient,1,1922,1922,administrateur,1
bienaime-m,aeronautiqueextremeorient,1,1922,1922,administrateur,1
bourcier-saint-chaffray-e,aeronautiqueextremeorient,1,1922,1922,administrateur,1
breguet-l,aeronautiqueextremeorient,1,1922,1922,administrateur,1
entrepots-du-havre,aeronautiqueextremeorient,1,1922,1922,administrateur,1
et-de-daisy-mariee-au-banquier-l,aeronautiqueextremeorient,1,1922,1922,administrateur,1
et-de-marie,aeronautiqueextremeorient,1,1922,1922,administrateur,1
etc-et-de-charles-raoul-duval,aeronautiqueextremeorient,1,1922,1922,administrateur,1
fille-du-diplomate-robert-de-billy,aeronautiqueextremeorient,1,1922,1922,administrateur,1
grand-proprietaire-dans-le-medoc,aeronautiqueextremeorient,1,1922,1922,administrateur,1
lapicque-p,aeronautiqueextremeorient,2,1922,1922,administrateur,1
lederlin-p,aeronautiqueextremeorient,1,1922,1922,administrateur,1
mariee-a-edmond-raoul-duval,aeronautiqueextremeorient,1,1922,1922,administrateur,1
mariee-a-etienne-de-billy,aeronautiqueextremeorient,1,1922,1922,administrateur,1
